고유번호,시설명,담당구,주소,연락처,주출입구 접근로 여부,장애인 전용 주차구역 여부,주출입구 높이차이 제거 여부,장애인용 승강기 여부,장애인 화장실 여부,장애인용 객실 이용가능 여부,장애인용 관람석 이용가능 여부,장애인 매표소 여부,시각장애인 편의서비스 여부,청각장애인 편의서비스 여부,안내 서비스 여부,휠체어 대여 여부
5161,쉐르빌호텔,송파구,서울시 송파구 오금로11길 21-,,Y,N,Y,N,N,N,N,N,N,N,N,N
5152,노블레스 호텔(구 베니스모텔),강남구,서울시 강남구 테헤란로6길 10,02-558-1202,Y,N,Y,N,N,N,N,N,N,N,N,N
5168,올림픽 파크텔,송파구,서울시 송파구 올림픽로 448,02-410-2114,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N
5687,대중음악전시관(올림픽홀),송파구,서울시 송파구 방이동 88-2 올림픽홀,,N,N,N,N,N,N,N,N,N,N,N,N
5965,쉐라톤워커힐호텔,광진구,서울시 광진구 워커힐로 177 (광장동),,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N
5046,카리스마모텔,강동구,서울시 강동구 올림픽로72길  1,,Y,N,Y,N,N,N,N,N,N,N,N,N
5169,The View ,송파구,서울시 송파구 올림픽로34길 5-16,02-2412-5957,Y,N,Y,N,N,N,N,N,N,N,N,N
4980,엠세븐,구로구,서울시 구로구 공원로8길 30-10,02-858-3388,Y,Y,Y,N,N,N,N,N,N,N,N,N
4987,은하장여관,금천구,서울시 금천구 가산로 35,02-864-3586,Y,N,Y,N,N,N,N,N,N,N,N,N
4982,테마모텔,금천구,서울시 금천구 시흥대로54길 33,02-896-3117,N,N,Y,N,N,N,N,N,N,N,N,N
4995,갤러리모텔,영등포구,서울시 영등포구 영등포로46길 8-3,02-2676-9538,Y,N,Y,N,N,N,N,N,N,N,N,N
5124,와이커키호텔(쇼호텔),강서구,서울시 강서구 곰달래로  116-1,,Y,N,Y,N,N,N,N,N,N,N,N,N
5211,나인트리호텔,중구,서울시 중구 명동10길 55,02-750-0999,Y,N,Y,Y,Y,N,N,N,N,N,N,N
5214,호텔 레이크,송파구,서울시 송파구 석촌호수로 216,02-422-1001,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
5255,뉴서울호텔,중구,서울시 중구 세종대로22길 16,02-735-9071,Y,N,N,Y,Y,N,N,N,N,N,N,N
5122,호텔 A T moom(아이엠티호텔),마포구,서울시 마포구 백범로2길 15,02-719-1076,Y,N,N,N,N,N,N,N,N,N,N,N
5676,롯데호텔월드,송파구,서울시 송파구 잠실동 40-1,,Y,Y,Y,N,N,N,N,N,N,N,N,N
5172,남경모텔,송파구,서울시 송파구 삼학사로 94,02-413-3644,Y,N,Y,N,N,N,N,N,N,N,N,N
5176,둘로스 호텔,종로구,서울시 종로구 수표로18길 22,02-2266-2244,Y,N,Y,N,N,N,N,N,N,N,N,N
5093,씨에프모텔,강동구,서울시 강동구 구천면로24길 24-31,,N,N,Y,N,N,N,N,N,N,N,N,N
5098,피카소 모텔,종로구,서울시 종로구 수표로22길 11,02-762-2117,Y,N,Y,N,N,N,N,N,N,N,N,N
5026,호텔 BEN,강남구,서울시 강남구 테헤란로2길 31,02-552-1426,Y,N,Y,N,N,N,N,N,N,N,N,N
5030,라누이 아모르 모텔,강남구,서울시 강남구 테헤란로16길 11,02-566-6651,Y,N,Y,N,N,N,N,N,N,N,N,N
5257,크라운관광호텔,용산구,서울시 용산구 녹사평대로  140,02-795-6466,Y,Y,Y,N,Y,N,N,N,N,N,N,N
5776,코엑스 아쿠아리움,강남구,서울시 강남구 삼성동 159,,Y,Y,Y,Y,N,N,N,N,N,N,N,N
5859,캐피탈 호텔 이태원,용산구,서울시 용산구 이태원동 22-76,,N,N,Y,N,N,N,N,N,N,N,N,N
5204,스탠포드 호텔 코리아 ,마포구,서울시 마포구 월드컵북로58길 15,02-6016-0001,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
5081,다이나모텔,관악구,서울시 관악구 승방2길  31,02-522-3644,Y,N,N,N,N,N,N,N,N,N,N,N
4974,프렌치MT,강서구,서울시 강서구 강서로7길  120,,Y,N,N,N,N,N,N,N,N,N,N,N
4993,페트라모텔,영등포구,서울시 영등포구 경인로 879,02-2631-6686,Y,N,Y,N,N,N,N,N,N,N,N,N
5067,프린스호텔,중구,서울시 중구 퇴계로 130,02-752-7111,Y,Y,N,N,N,N,N,N,N,N,N,N
5158,필름모텔,송파구,서울시 송파구 백제고분로51길  23,02-3432-4673,Y,N,Y,N,N,N,N,N,N,N,N,N
5989,호텔빅토리아,강북구,서울시 강북구 미아4동 42-8 (도봉로 16),,N,N,N,N,N,N,N,N,N,N,N,N
5102,노블호텔,종로구,서울시 종로구 율곡로6길 13-3,02-742-4025,Y,N,Y,N,N,N,N,N,N,N,N,N
6015,워커힐 카지노,광진구,서울시 광진구 워커힐로 177 (광장동),,N,N,N,N,N,N,N,N,N,N,N,N
5225,파크 하얏트 호텔 서울,강남구,서울시 강남구 테헤란로 606,02-2016-1234,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
5180,바고관광호텔,강동구,서울시 강동구 천중로 27,02-478-2575,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
5181,붐관광호텔,강서구,서울시 강서구 남부순환로  188,02-2662-1566,Y,Y,Y,Y,N,N,N,N,N,N,N,N
4965,호텔MAC,서대문구,서울시 서대문구 연세로2길 46,,Y,N,Y,N,N,N,N,N,N,N,N,N
4968,그랜드힐튼호텔,서대문구,서울시 서대문구 연희로 353,02-3216-5656,Y,N,Y,N,N,N,N,N,N,N,N,N
5874,하얏트 아이스링크,용산구,서울시 용산구 한남동 747-7 그랜드 하얏트 호텔,,N,N,Y,N,N,N,N,N,N,N,N,N
5246,메이필드호텔,강서구,서울시 강서구 방화대로 94,02-2660-9000,Y,Y,Y,Y,N,Y,N,N,N,N,N,N
5159,블루모텔,송파구,서울시 송파구 오금로11길 21-19,02-417-1110,Y,N,Y,N,N,N,N,N,N,N,N,N
5166,메트로21,송파구,서울시 송파구 올림픽로34길 4,02-412-8866,Y,N,Y,N,N,N,N,N,N,N,N,N
4988,윈저텔,금천구,서울시 금천구 시흥대로 353,02-804-1584,N,N,Y,N,N,N,N,N,N,N,N,N
4996,노니모텔,영등포구,서울시 영등포구 영중로8길 15,02-2678-7958,Y,N,Y,N,N,N,N,N,N,N,N,N
5216,리버파크,강서구,서울시 강서구 공항대로 653-30,02-3665-3000,Y,Y,Y,Y,N,N,N,N,N,N,N,N
5221,굿타임호텔,서대문구,서울시 서대문구 신촌로 145,02-364-0535,Y,N,N,Y,N,N,N,N,N,N,N,N
5226,더리버사이드호텔,서초구,서울시 서초구 강남대로107길 6,02-6710-1100,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
4957,현대파크모텔,성북구,서울시 성북구 화랑로 73,02-941-9090,N,N,N,N,N,N,N,N,N,N,N,N
5195,프렌드호텔,서초구,서울시 서초구 효령로 345,02-521-7111,Y,Y,Y,Y,N,N,N,N,N,N,N,N
5128,플라워모텔,강서구,서울시 강서구 화곡로42길  10,02-2690-8596,Y,N,N,N,N,N,N,N,N,N,N,N
5063,호텔리스,종로구,서울시 종로구 종로31길 40,02-556-8272,Y,N,Y,N,N,N,N,N,N,N,N,N
5139,아로마모텔,영등포구,서울시 영등포구 영중로10길  32-3,02-2637-1066,Y,N,Y,N,N,N,N,N,N,N,N,N
5107,레인보우호텔,용산구,서울시 용산구 한강대로71길 48,02-792-9993,Y,N,Y,N,N,N,N,N,N,N,N,N
5254,스카이파크3,중구,서울시 중구 퇴계로 139,02-577-3434,Y,N,N,Y,Y,N,N,N,N,N,N,N
5010,호텔시네마,관악구,서울시 관악구 관악로17길 19,02-871-0701,Y,N,Y,N,N,N,N,N,N,N,N,N
5788,롯데시티호텔마포,마포구,서울시 마포구 마포대로 109,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N
5841,그랜드힐튼서울,서대문구,서울시 서대문구 연희로 353,,N,Y,Y,Y,N,N,N,N,N,N,N,N
5998,롯데시티 호텔 김포공항,강서구,서울시 강서구 방화동 886,,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
5858,해밀턴 호텔,용산구,서울시 용산구 이태원동 119-25,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N
5861,이태원관광호텔,용산구,서울시 용산구 한남동 737-32,,Y,N,N,N,N,N,N,N,N,N,N,N
5863,용산전자상가,용산구,서울시 용산구 한강로3가 일대,,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
5239,선샤인관광호텔,강남구,서울시 강남구 도산대로 205,02-541-1818,Y,Y,N,Y,Y,N,N,N,N,N,N,N
5155,스텔라 모텔,강남구,서울시 강남구 선릉로92길 41,02-501-7321,Y,N,Y,N,N,N,N,N,N,N,N,N
4969,호텔써클,마포구,서울시 마포구 양화로 15,02-338-0018,Y,N,Y,N,N,N,N,N,N,N,N,N
5189,뷰티크모텔,강서구,서울시 강서구 우장산로 128,,Y,Y,N,Y,N,N,N,N,N,N,N,N
5029,호텔 스타,강남구,서울시 강남구 테헤란로2길 37,02-561-9442,Y,N,Y,N,N,N,N,N,N,N,N,N
5672,롯데월드 아이스링크,송파구,서울시 송파구 잠실동 40-1 롯데월드 지하 3층,,Y,Y,Y,N,N,N,N,N,N,N,N,N
5855,도도호텔,영등포구,서울시 영등포구 영등포동2가 94-154,,Y,Y,Y,N,N,N,N,N,N,N,N,N
6002,호텔리버파크,강서구,서울시 강서구 염창동 261-4,,Y,Y,N,N,N,N,N,N,N,N,N,N
5025,호텔 톰지,강남구,서울시 강남구 언주로87길 50,02-3454-0666,Y,N,Y,N,N,N,N,N,N,N,N,N
5646,브라운호텔,성북구,서울시 성북구 보문동4가 77-2 (보문로 78),,N,Y,Y,N,N,N,N,N,N,N,N,N
5966,동서울호텔,광진구,서울시 광진구 구의강변로 38 (구의동),,Y,N,N,N,N,N,N,N,N,N,N,N
5727,디지털 파빌리온,마포구,서울시 마포구 월드컵북로 396 누리꿈스퀘어빌딩 디지털파빌리온 4층,,Y,N,Y,Y,Y,N,N,N,N,N,N,N
5609,세오갤러리,서초구,서울시 서초구 서초3동,,N,N,N,N,N,N,N,N,N,N,N,N
5612,J.W 메리어트서울,서초구,서울시 서초구 반포동 19-3 ,,Y,Y,Y,Y,N,N,N,N,N,N,N,N
5947,세븐럭 카지노(밀레이니엄 서울힐튼),중구,서울시 중구 소월로 50,,N,N,N,N,N,N,N,N,N,N,N,N
5675,롯데월드,송파구,서울시 송파구 잠실동 40-1,,Y,Y,Y,N,N,N,N,N,N,N,N,N
5230,베스트웨스턴 프리미어 구로호텔,구로구,서울시 구로구 디지털로32길 72,02-6905-9500,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
5065,호텔아비숑,종로구,서울시 종로구 율곡로 37-2,02-741-9906,Y,N,Y,N,N,N,N,N,N,N,N,N
5082,시네마모텔,서초구,서울시 서초구 반포대로30길 35,02-3472-8916,Y,N,Y,N,N,N,N,N,N,N,N,N
5647,홀리데이인 성북,성북구,서울시 성북구 종암동 3-1343 (종암로 123),,Y,Y,Y,Y,N,Y,N,N,N,N,N,N
5121,위드호텔,마포구,서울시 마포구 서강로 134,02-719-9060,Y,N,Y,N,N,N,N,N,N,N,N,N
5970,호텔발렌타인,금천구,서울시 금천구 독산동 1008-12,,N,N,Y,Y,N,N,N,N,N,N,N,N
5143,서초모텔,서초구,서울시 서초구 반포대로14길 14,02-522-7785,Y,N,Y,N,N,N,N,N,N,N,N,N
5105,미시간모텔,중구,서울시 중구 퇴계로 145,02-778-3441,Y,Y,N,N,N,N,N,N,N,N,N,N
5130,쎄비앙,구로구,서울시 구로구 경인로22길  37,02-2614-6297,Y,Y,Y,N,N,N,N,N,N,N,N,N
5138,Moon 호텔,영등포구,서울시 영등포구 영중로8길 13,,Y,N,Y,N,N,N,N,N,N,N,N,N
5048,플러스모텔,강동구,서울시 강동구 올림픽로72길 12,02-477-8330,N,Y,N,N,N,N,N,N,N,N,N,N
5051,지에스호텔,종로구,서울시 종로구 돈화문로 5-5,02-2274-2334,Y,N,Y,N,N,N,N,N,N,N,N,N
5217,나이아가라관광호텔,강서구,서울시 강서구 양천로 743,02-3664-2233,Y,Y,Y,Y,N,N,N,N,N,N,N,N
5085,스카이모텔,종로구,서울시 종로구 삼일대로26길 9,02-765-4481,Y,N,Y,N,N,N,N,N,N,N,N,N
5089,아이린호텔,중구,서울시 중구 남대문로1길 8-1,02-771-1144,Y,Y,Y,N,N,N,N,N,N,N,N,N
5018,더캘리포니아호텔,서초구,서울시 서초구 효령로55길  10,,Y,N,Y,N,N,N,N,N,N,N,N,N
5055,톰지호텔,종로구,서울시 종로구 돈화문로11길 37,02-742-6660,Y,N,Y,N,N,N,N,N,N,N,N,N
4971,메이져호텔(테마모텔),마포구,서울시 마포구 서강로18길 8,02-712-5081,Y,N,Y,N,N,N,N,N,N,N,N,N
4972,그린월드호텔,강서구,서울시 강서구 공항대로  516,02-2652-2700,Y,N,Y,N,N,N,N,N,N,N,N,N
5212,파레스호텔,중구,서울시 중구 퇴계로8길 13,02-777-7738,Y,N,N,Y,Y,N,N,N,N,N,N,N
5235,노블레스관광호텔,노원구,서울시 노원구 노해로77길 22,02-935-7161,Y,Y,Y,Y,N,N,N,N,N,N,N,N
5237,호텔 라까사,강남구,서울시 강남구 도산대로1길 83,02-516-0066,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
5022,타라 호텔,강남구,서울시 강남구 언주로87길 32,02-569-2607,Y,N,Y,N,N,N,N,N,N,N,N,N
5043,더블유모텔,강동구,서울시 강동구 천중로44길 77,,Y,N,Y,N,N,N,N,N,N,N,N,N
4966,바론드파리,서대문구,서울시 서대문구 연세로2나길  8,02-313-6789,Y,N,Y,N,N,N,N,N,N,N,N,N
5236,칼튼호텔,강서구,서울시 강서구 화곡로  354-10,02-2604-9229,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
5242,호텔예스,강서구,서울시 강서구 곰달래로  108,,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
5000,허리우드모텔,영등포구,서울시 영등포구 영중로10길 32-6,,Y,N,Y,N,N,N,N,N,N,N,N,N
5013,IMT모텔,서초구,서울시 서초구 효령로53길  49,02-522-2838,Y,N,Y,N,N,N,N,N,N,N,N,N
5019,바카스 호텔(트윈스빌딩),강남구,서울시 강남구 역삼로1길 13,,Y,N,Y,N,N,N,N,N,N,N,N,N
5200,R호텔,영등포구,서울시 영등포구 경인로108길 12,02-2675-4800,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
5188,Ditto HOTEL,서대문구,서울시 서대문구 연세로2마길  20,02-336-6162,Y,N,N,Y,N,N,N,N,N,N,N,N
5061,와이키키모텔,종로구,서울시 종로구 난계로29길 19-5,02-2235-9806,Y,N,Y,N,N,N,N,N,N,N,N,N
5979,세븐럭 카지노(강남),강남구,서울시 강남구 삼성동 159,,Y,Y,Y,Y,N,N,N,N,N,N,N,N
5248,써튼호텔 서울,종로구,서울시 종로구 청계천로 117,02-2260-6300,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
5164,닷컴,송파구,서울시 송파구 오금로11길 11-15,02-420-7889,Y,N,Y,N,N,N,N,N,N,N,N,N
4990,칼튼호텔,영등포구,서울시 영등포구 국회대로70길 8,02-783-2271,Y,N,Y,N,N,N,N,N,N,N,N,N
5264,노보텔 앰배서더 서울 강남,강남구,서울시 강남구 봉은사로 130,02-567-1101,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
5266,팝그린 관광호텔,강남구,서울시 강남구 압구정로 206,02-544-6623,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
5758,국기원,강남구,서울시 강남구 역삼동 635 국기원,,Y,N,N,N,N,N,N,N,N,N,N,N
5267,리츠칼튼 서울호텔,강남구,서울시 강남구 봉은사로 120,02-3451-8000,Y,Y,Y,Y,N,N,N,N,N,N,N,N
5016,이사벨모텔,서초구,서울시 서초구 효령로53길  52,02-587-6545,Y,N,Y,N,N,N,N,N,N,N,N,N
5790,서교호텔,마포구,서울시 마포구 서교동 354-5,,N,N,N,N,N,N,N,N,N,N,N,N
5856,코트야드 바이 메리어트 서울 타임스퀘어,영등포구,서울시 영등포구 영등포동4가 442,,Y,Y,Y,Y,N,N,N,N,N,N,N,N
5755,풍월당,강남구,서울시 강남구 신사동 657-37 성산빌딩 4층,,Y,N,N,N,N,N,N,N,N,N,N,N
5156,메트호텔(구 역삼호텔),강남구,서울시 강남구 테헤란로68길 11,02-561-8070,Y,N,Y,N,N,N,N,N,N,N,N,N
5167,문모텔,송파구,서울시 송파구 올림픽로34길 6,02-413-2933,Y,N,Y,N,N,N,N,N,N,N,N,N
4956,탑텔호텔,성북구,서울시 성북구 동소문로18길  24-20,02-927-9191,Y,N,N,N,N,N,N,N,N,N,N,N
4963,노블레스모텔,은평구,서울시 은평구 통일로65길 6,02-356-7947,Y,N,Y,N,N,N,N,N,N,N,N,N
5969,노보텔 앰배서더 독산 호텔,금천구,서울시 금천구 독산4동 1030-1,,N,N,Y,N,N,N,N,N,N,N,N,N
5720,시티팔레스호텔,동대문구,서울시 동대문구 답십리동 497-23,,N,N,N,N,N,N,N,N,N,N,N,N
5783,대안 공간 루프,마포구,서울시 마포구 와우산로29나길 20,,N,N,Y,N,N,N,N,N,N,N,N,N
5203,뉴힐탑관광호텔,강남구,서울시 강남구 논현로 645,02-540-1121,Y,Y,Y,Y,N,N,N,N,N,N,N,N
5052,스카이모텔,종로구,서울시 종로구 삼일대로  388-5,02-2275-7127,Y,N,Y,N,N,N,N,N,N,N,N,N
5110,유토피아,중랑구,서울시 중랑구 상봉로26길 15,02-492-3422,Y,N,Y,N,N,N,N,N,N,N,N,N
5112,리베라모텔,성북구,서울시 성북구 동소문로20나길  33,02-928-1293,Y,N,N,N,N,N,N,N,N,N,N,N
5062,카라모텔,종로구,서울시 종로구 난계로29길 62,02-762-4576,Y,N,Y,N,N,N,N,N,N,N,N,N
4983,모텔케슬,금천구,서울시 금천구 디지털로12길 5,02-837-0996,Y,N,Y,N,N,N,N,N,N,N,N,N
4998,모텔CF,영등포구,서울시 영등포구 영중로10길 41,,Y,N,N,N,N,N,N,N,N,N,N,N
4999,몰디브모텔,영등포구,서울시 영등포구 영중로10길 43,,Y,N,N,N,N,N,N,N,N,N,N,N
5003,뷰티모텔,관악구,서울시 관악구 승방2길 29,02-3474-5633,Y,N,Y,N,N,N,N,N,N,N,N,N
5011,로미오모텔,서초구,서울시 서초구 효령로51길 17,02-587-0153,Y,N,Y,N,N,N,N,N,N,N,N,N
5232,임피리얼 팰리스,강남구,서울시 강남구 언주로 640,02-3440-8000,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
5009,K.S텔,관악구,서울시 관악구 관악로15길 23-15,02-885-8904(팩스),Y,N,Y,N,N,N,N,N,N,N,N,N
5187,바빌론관광호텔,서초구,서울시 서초구 나루터로 64,02-544-1004,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
5860,크라운이태원호텔,용산구,서울시 용산구 이태원동 34-69,,N,N,Y,Y,Y,Y,N,N,N,N,N,N
5862,그랜드하얏트서울,용산구,서울시 용산구 한남동 747-7,,N,N,Y,N,N,N,N,N,N,N,N,N
5596,호텔엠,영등포구,서울시 영등포구 여의도동 14-23,,N,N,Y,Y,N,N,N,N,N,N,N,N
5068,클릭호텔,중구,서울시 중구 명동8가길 59,02-771-3399,Y,Y,N,N,N,N,N,N,N,N,N,N
5174,누 모텔,송파구,서울시 송파구 올림픽로14길 8,,Y,N,Y,N,N,N,N,N,N,N,N,N
5791,올레에비뉴(구 SHOW 스타일샵),서대문구,서울시 서대문구 창천동 30-6번지,,N,N,N,N,N,N,N,N,N,N,N,N
4986,모텔리치,금천구,서울시 금천구 가산로 153,02-851-0092,Y,N,Y,N,N,N,N,N,N,N,N,N
5004,명작모텔,관악구,서울시 관악구 승방2길 25,02-584-7111,Y,N,Y,N,N,N,N,N,N,N,N,N
5106,플러스모텔,중구,서울시 중구 다산로 259,,Y,Y,Y,N,N,N,N,N,N,N,N,N
5113,파라오모텔,성북구,서울시 성북구 보문로  184,02-921-3533,Y,N,Y,N,N,N,N,N,N,N,N,N
5042,타워모텔,강동구,서울시 강동구 천중로40길  76,02-473-1188,N,N,Y,N,N,N,N,N,N,N,N,N
5260,더엠호텔,마포구,서울시 마포구 월드컵북로 120,02-336-0001,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
5262,잠실관광호텔,송파구,서울시 송파구 삼전로 67,02-421-2761,Y,Y,Y,N,N,N,N,N,N,N,N,N
5182,호텔 그린 그래스,강남구,서울시 강남구 테헤란로63길 9,02-555-7575,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
4949,올모텔,성동구,서울시 성동구 왕십리로22길 20,02-2298-0477,Y,Y,Y,N,N,N,N,N,N,N,N,N
4960,세인트모텔,노원구,서울시 노원구 노해로75길 14-9,02-937-5525,Y,Y,Y,N,N,N,N,N,N,N,N,N
4975,일솔레MT(무림파크),강서구,서울시 강서구 강서로7길  129,02-2699-4607,Y,N,Y,N,N,N,N,N,N,N,N,N
4984,마리모텔,금천구,서울시 금천구 디지털로11길 12,02-854-3801,N,N,Y,N,N,N,N,N,N,N,N,N
4991,스테이세븐프리미어호텔,영등포구,서울시 영등포구 국회대로68길 24,02-783-5000,Y,N,Y,N,N,N,N,N,N,N,N,N
4979,베르사이유,구로구,서울시 구로구 새말로16길 62,02-3281-7113,Y,Y,Y,N,N,N,N,N,N,N,N,N
5597,호텔투게더여의도 (구. 쓰리세븐스테이호텔) ,영등포구,서울시 영등포구 여의도동 15-13,,N,N,Y,N,N,N,N,N,N,N,N,N
6016,워커힐 아이스링크,광진구,서울시 광진구 워커힐로 177 (광장동),,N,N,N,N,N,N,N,N,N,N,N,N
5243,워커힐호텔 컨벤션,광진구,서울시 광진구 워커힐로 177,,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
5126,모텔타임,강서구,서울시 강서구 월정로20길  60,02-2691-7930,Y,N,Y,N,N,N,N,N,N,N,N,N
5096,호텔2헤븐,종로구,서울시 종로구 수표로26길 11,02-744-2766,Y,N,Y,N,N,N,N,N,N,N,N,N
5259,이젠호텔,서대문구,서울시 서대문구 연세로2길 48,02-392-9700,Y,N,Y,Y,N,N,N,N,N,N,N,N
5263,호텔 드어반,강서구,서울시 강서구 곰달래로24길 35,02-2602-6393,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
5101,아미가모텔,종로구,서울시 종로구 종로31길 46-8,02-3672-7970 ,Y,N,N,N,N,N,N,N,N,N,N,N
5689,레이크 관광 호텔,송파구,서울시 송파구 석촌동 158,,Y,Y,Y,N,N,Y,Y,N,N,N,N,N
5177,쉴호텔,종로구,서울시 종로구 수표로18길  10,02-2278-9993,Y,N,Y,N,N,N,N,N,N,N,N,N
4967,호텔가을,서대문구,서울시 서대문구 연세로2나길 13,,Y,N,Y,N,N,N,N,N,N,N,N,N
5206,프레이저스위츠,종로구,서울시 종로구 인사동4길 18,02-6262-8888,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
5193,호텔 더 디자이너스 예약실,강남구,서울시 강남구 테헤란로79길 9,,Y,Y,Y,Y,N,N,N,N,N,N,N,N
5028,역삼모텔,강남구,서울시 강남구 도산대로 144,02-553-5619,Y,N,Y,Y,N,N,N,N,N,N,N,N
5033,톰지호텔,송파구,서울시 송파구 오금로11길 21-12,02-3432-6667,Y,N,Y,N,N,N,N,N,N,N,N,N
5078,갤러리아호텔,구로구,서울시 구로구 경인로22길 36,02-2619-9888,Y,Y,Y,N,N,N,N,N,N,N,N,N
5091,아테네,송파구,서울시 송파구 오금로11길 55-17,02-416-5511,Y,N,Y,N,N,N,N,N,N,N,N,N
5104,투모텔,종로구,서울시 종로구 종로35가길 7-3,02-741-6767,N,N,Y,N,N,N,N,N,N,N,N,N
5111,더홀릭호텔,중랑구,서울시 중랑구 망우로50길 22,02-439-0082,N,N,Y,N,N,N,N,N,N,N,N,N
5220,호텔 퀸 21,서대문구,서울시 서대문구 연세로2가길 8,,N,Y,Y,Y,N,N,N,N,N,N,N,N
5952,프랑스 문화원,중구,서울시 중구 봉래동1가 10 우리빌딩 18층,,N,Y,Y,N,Y,N,N,N,N,N,N,N
5227,빅토리아호텔,강북구,서울시 강북구 도봉로 16,02-986-2000,Y,Y,Y,Y,N,N,N,N,N,N,N,N
