고유번호,시설명,담당구,주소,연락처,홈페이지,추천수,주출입구 접근로 여부,장애인 전용 주차구역 여부,주출입구 높이차이 제거 여부,장애인용 승강기 여부,장애인 화장실 여부,장애인용 객실 이용가능 여부,장애인용 관람석 이용가능 여부,장애인 매표소 여부,시각장애인 편의서비스 여부,청각장애인 편의서비스 여부,안내 서비스 여부,휠체어 대여 여부
5385,세종C&amp;P,성동구,서울시 성동구 아차산로 138,02-467-5041,http://sejongcnp.co.kr/mcbldr/page/index/,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
5391,태양물산주식회사,구로구,서울시 구로구 디지털로31길 12,,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
3555,총신대학교,동작구,서울시 동작구 사당로 143,02-3479-0200,www.chongshin.ac.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3084,상원중학교,노원구,서울시 노원구 수락산로 182,02-930-0761,www.sang-won.ms.kr,0,Y,Y,N,N,Y,N,N,N,N,N,N,N
3454,신현고등학교,중랑구,서울시 중랑구 봉화산로 174,02-3422-2715,www.shinhyeon.hs.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3546,서경대평생교육원(M동),성북구,서울시 성북구 서경로 124,02-940-7070,www.lifeedu.skuniv.ac.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3515,중앙대학교,동작구,서울시 동작구 흑석로6길 61,02-820-5114,http://www.cau.ac.kr/,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
3520,서울과학종합대학원대학교,서대문구,서울시 서대문구 이화여대2길 46,070-7012-2700,http://www.assist.ac.kr/,0,Y,Y,Y,N,Y,N,Y,N,N,N,N,N
3524,한양대학교,성동구,서울시 성동구 왕십리로 222,02-2220-0114,http://www.hanyang.ac.kr/,0,Y,Y,N,N,N,N,N,N,N,N,N,N
2524,강서유치원,강서구,서울시 강서구 까치산로18길 7-19,,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
2992,신광여자중학교,용산구,서울시 용산구 청파로  263,02-710-6990,http://www.shinkwang.ms.kr/,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
3052,오류중학교,구로구,서울시 구로구 고척로27바길 19,02-2612-2602,www.oryu.ms.kr,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
3062,성서중학교,마포구,서울시 마포구 성산로4길  42,02-337-6650,www.sungseo.ms.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2414,A+ 치과병원,강남구,서울시 강남구 언주로 860,02-3442-7575,www.aplusdental.co.kr/,1,Y,N,Y,Y,N,N,N,N,N,N,N,N
3492,연세대학교 알렌관,서대문구,서울시 서대문구 연세로  50,02-2123-4101,http://www.allenhall.co.kr/,0,N,Y,Y,N,N,N,N,N,N,N,N,N
3493,중앙대학교 공연 영상예술원,종로구,서울시 종로구 이화장길  86-8,02-3676-0777,,0,N,N,Y,N,Y,N,N,N,N,N,N,N
3498,세종대학교학생회관,광진구,서울시 광진구 동일로44길 9,02-3408-3114,http://www.sejong.ac.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3457,선유고등학교,영등포구,서울시 영등포구 선유로 227,02-2069-0036,www.seonyoo.hs.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2428,메디아이여성병원,노원구,서울시 노원구 노원로 448,02-936-2122,www.medi-i.com/,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
4938,국민건강보험공단서대문지사,서대문구,서울시 서대문구 통일로 413,1577-1000,http://www.nhis.or.kr/,0,Y,N,Y,Y,N,N,N,N,N,N,N,N
5427,시흥4동 공영주차장,금천구,서울시 금천구 독산로36나길 21,,,0,N,Y,Y,N,N,N,N,N,N,N,N,N
5437,서인사마당 공영주차장,종로구,서울시 종로구 인사동11길  19,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
4945,국민건강보험강북지사,강북구,서울시 강북구 솔매로50길 43,1577-1000,http://www.nhic.or.kr/,2,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
4795,구로구청,구로구,서울시 구로구 가마산로 245,02-860-2114,http://www.guro.go.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
4812,창5동주민센터,도봉구,서울시 도봉구 도봉로136나길 20,02-2091-5892,http://dong.dobong.go.kr/changdong5,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
5348,알에스엠타워,금천구,서울시 금천구 가산디지털2로  30,,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
3632,올림피아드제3학원,중랑구,서울시 중랑구 봉화산로 215,02-3422-3333,,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
3645,동부고려학원,종로구,서울시 종로구 난계로 257,02-2233-3311,http://www.coryo.co.kr/,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
2626,서울연지초등학교,노원구,서울시 노원구 월계로55길 48,02-979-8091,www.seoulyeonji.es.kr/,0,N,Y,Y,Y,Y,N,N,N,N,N,N,N
3505,홍익대학교 삼개 예술의 집 ,마포구,서울시 마포구 와우산로 94,02-320-1114,http://www.hongik.ac.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3657,에듀모어고시학원,동작구,서울시 동작구 노량진로 202,1566-0210,http://egosi.edu-more.com/,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
3674,삼보어학원(성보 제2빌딩),강남구,서울시 강남구 도곡로 451,02-562-3630,,0,Y,Y,N,Y,N,N,N,N,N,N,N,N
2689,염강초등학교,강서구,서울시 강서구 허준로  221-22,02-2659-4984,www.yk.es.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3410,상암고등학교,마포구,서울시 마포구 월드컵북로 445,02-373-0041,http://www.sangam.hs.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3192,염창중학교,강서구,서울시 강서구 양천로67가길 83,02-3664-2885,www.yumchang.ms.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3726,상운프라자(ST학원),양천구,서울시 양천구 중앙로 230,,,0,Y,N,N,N,N,N,N,N,N,N,N,N
2649,신화초,도봉구,서울시 도봉구 우이천로 120,02-992-9031,www.sinhwa.es.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3317,혜성여고,노원구,서울시 노원구 노원로16길 2,02-972-4040,www.hyesung.hs.kr,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
3248,아현중학교,마포구,서울시 마포구 마포대로 197,02-363-1813,www.ahyeon.ms.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3324,수도전기공업고등학교,강남구,서울시 강남구 개포로 410,070-4673-9907,www.sudo.hs.kr,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
3680,서초종로학원,서초구,서울시 서초구 반포대로30길 5,02-3472-1881,www.edujongro.co.kr,0,Y,N,N,Y,N,N,N,N,N,N,N,N
2732,광운초등학교,성북구,서울시 성북구 한천로 693,02-915-7312,www.kwangwoon.es.kr/,0,N,Y,Y,N,Y,N,N,N,N,N,N,N
3664,김상하수학학원 ,중랑구,서울시 중랑구 망우로 410,02-495-6555,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3206,상명중학교,노원구,서울시 노원구 덕릉로 553,02-971-9211,http://www.sangmyung.ms.kr/,0,Y,Y,N,N,Y,N,N,N,N,N,N,N
2711,등현초등학교,강서구,서울시 강서구 화곡로65길  124,02-2658-7851,www.deunghyun.es.kr/,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
3384,영락고등학교,관악구,서울시 관악구 청룡16길 25,02-886-5611,www.yrgo.net,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
2744,건원초등학교,송파구,서울시 송파구 양산로2길 26,02-3401-3906,www.guhwon.es.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2756,상암초등학교,마포구,서울시 마포구 월드컵북로  353,02-375-8891,www.sangam.es.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2972,인수초등학교,강북구,서울시 강북구 인수봉로 269,02-902-2003,www.insu.es.kr,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
2666,삼양초등학교,강북구,서울시 강북구 삼양로 49-17,02-987-8321,www.samyang.es.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3337,송곡여자고등학교 ,중랑구,서울시 중랑구 양원역로  50,02-434-4598,http://www.songgok.hs.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3257,영일고등학교,강서구,서울시 강서구 등촌로51가길 26,02-2653-8134,www.youngil.hs.kr,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
2697,수유초등학교,강북구,서울시 강북구 삼양로 74-39,02-989-3724,www.suyu.es.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
5376,코오롱싸이언스벨리1차,구로구,서울시 구로구 디지털로34길 43,02-2025-4582,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
5378,JNK디지털타워,구로구,서울시 구로구 디지털로26길 111,02-6124-6114,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
5472,화곡본-2주택가(공영주차장),강서구,서울시 강서구 초록마을로5길 43,02-2607-1570,,2,Y,Y,Y,N,N,N,N,N,N,N,N,N
4128,영재어린이집,중랑구,서울시 중랑구 상봉로11길 44-7,,,0,Y,N,N,N,Y,N,N,N,N,N,N,N
4501,엘림어린이집,은평구,서울시 은평구 은평로20길 12-6,02-355-8827,,0,N,Y,N,N,N,N,N,N,N,N,N,N
2190,한강성심병원,영등포구,서울시 영등포구 버드나루로  55,02-2639-5114,hangang.hallym.or.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
4505,홍익어린이집,은평구,서울시 은평구 은평터널로7길 3,,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
4508,구립금화어린이집,서대문구,서울시 서대문구 독립문로10길 15,,,1,N,Y,Y,N,N,N,N,N,N,N,N,N
5488,SBS공개홀,강서구,서울시 강서구 양천로  442,,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
3001,상암중학교,마포구,서울시 마포구 상암산로1길 26,02-375-5300,www.sangam.ms.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3009,한산중학교,강동구,서울시 강동구 풍성로 251,02-482-2157,www.urihansan.ms.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2293,중랑노인전문요양원,중랑구,서울시 중랑구 양원역로 38,02-437-0144,www.jns-center.or.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
4757,당산1동주민센터,영등포구,서울시 영등포구 양산로23길  11,02-2670-1452,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
4123,사임당어린이집,중랑구,서울시 중랑구 답십리로75길 100,,,0,N,Y,N,N,N,N,N,N,N,N,N,N
4126,상봉동어린이집,중랑구,서울시 중랑구 상봉중앙로6길 57,02-432-3421,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
2990,공진중학교,강서구,서울시 강서구 양천로55길 56,02-3665-8673,www.kongjin.ms.kr,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
2301,우이새길병원,도봉구,서울시 도봉구 삼양로  610,02-1577-1173,www.sghospital.co.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2850,서울홍연초등학교,서대문구,서울시 서대문구 백련사길 55,02-394-1801,www.hyc.es.kr/,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
3918,햇빛어린이집,강서구,서울시 강서구 등촌로51길  88,02-2653-2462,,0,Y,Y,N,N,N,N,N,N,N,N,N,N
3921,방화동아이사랑어린이집,강서구,서울시 강서구 방화대로25길 11-11,02-2662-3878,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
4634,광진구민체육센타,광진구,서울시 광진구 구천면로 14,02-2049-4800,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
4638,영스포츠,중랑구,서울시 중랑구 용마산로 361,02-2208-0101,,0,Y,N,N,N,N,N,N,N,N,N,N,N
4644,키즈스포츠클럽,영등포구,서울시 영등포구 양평로 153,,,0,N,Y,Y,N,N,N,N,N,N,N,N,N
2358,안강병원,강남구,서울시 강남구 논현로 323,02-1899-3210,www.ahnkang.com,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2362,서울성심병원,동대문구,서울시 동대문구 왕산로  259,02-966-1616,www.sshosp.co.kr/,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
3331,세현고등학교,강서구,서울시 강서구 허준로  227,02-3663-1495,http://www.sehyun.hs.kr/,0,Y,N,Y,Y,Y,N,N,N,N,N,N,N
3335,창동고,도봉구,서울시 도봉구 노해로62길 7,070-4377-3607,http://changdong.hs.kr/,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
3252,광문고등학교,강동구,서울시 강동구 동남로 968,02-427-2872,www.gwangmun.com,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
3434,신서고등학교,양천구,서울시 양천구 은행정로 42,02-2690-0025,www.sinseo.hs.kr,0,Y,N,Y,N,N,N,N,N,N,N,N,N
3438,학교법인성심학원(성심여자고등학교),용산구,서울시 용산구 원효로19길  49,02-702-5501,http://www.sacredheart.hs.kr/,0,Y,Y,N,N,N,N,N,N,N,N,N,N
3381,구로여자정보산업고등학교,구로구,서울시 구로구 오리로21길 2,02-2688-3515,www.yerim.hs.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3219,경서중학교,강서구,서울시 강서구 양천로59길  31,02-2668-0304,http://gyeongseo.ms.kr/,0,Y,N,Y,N,Y,N,N,N,N,N,N,N
4947,국민연금관리공단,송파구,서울시 송파구 올림픽로35다길 13,1355,http://www.nps.or.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
4389,예일어린이집,광진구,서울시 광진구 자양로47길 11,02-452-7639,,0,N,Y,Y,Y,Y,N,N,N,N,N,N,N
3725,세일학원,노원구,서울시 노원구 상계로1길 34,02-932-3131,http://sg.seiledu.com/,0,Y,Y,N,Y,Y,N,N,N,N,N,N,N
4492,참샘예능어린이집,은평구,서울시 은평구 갈현로45길  40-7,02-353-2986,,0,Y,Y,N,N,N,N,N,N,N,N,N,N
1605,녹번감리교회,은평구,서울시 은평구 통일로  625-9,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
1620,새생명축복교회,동작구,서울시 동작구 성대로11길 60,02-3142-5336,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
879,백토공원화장실,송파구,서울시 송파구 양재대로72길 47-8,,,0,Y,N,Y,N,Y,N,N,N,N,N,N,N
884,까치산공원화장실-(새길상세주소누락),강서구,서울시 강서구 까치산로2길 1,,,0,N,N,Y,N,N,N,N,N,N,N,N,N
4768,성북세무서,성북구,서울시 성북구 삼선교로16길  13,02-760-8200,http://s.nts.go.kr/sb/,0,N,Y,N,N,N,N,N,N,N,N,N,N
4075,청복어린이집,송파구,서울시 송파구 풍성로14길 24,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
4529,예진어린이집,은평구,서울시 은평구 은평로20길  6-5,02-387-7706,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
3833,반포어린이집,서초구,서울시 서초구 사평대로20길 54,02-537-6676,,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
599,신당동파출소,중구,서울시 중구 명동길 30,02-2274-9003,,0,Y,N,Y,N,N,N,N,N,N,N,N,N
608,도봉2동파출소,도봉구,서울시 도봉구 도봉로180나길 33,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
1944,종교시설,강남구,서울시 강남구 논현로6길 6,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
122,도림동주민센터,영등포구,서울시 영등포구 도영로7길  10,02-2670-1454,http://www.ydp.go.kr/jumin/page.do?mCode=A025000000&path=jumin&dongNm=%B5%B5%B8%B2%B5%BF,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3855,등촌동 아동관련시설 주영어린이집,강서구,서울시 강서구 등촌로39길 42,02-2654-2081,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
3870,구립푸른빛어린이집,은평구,서울시 은평구 진흥로16길 7-6,02-388-4060,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
892,메디켈센터,관악구,서울시 관악구 난곡로 214,,,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
3849,하늘조각 어린이집,은평구,서울시 은평구 역말로 14,02-382-5616,,2,N,Y,Y,N,N,N,N,N,N,N,N,N
1861,대한예수교장로회정릉교회,성북구,서울시 성북구 정릉로  280,02-914-8914,www.jeongneungorg,3,Y,Y,N,N,N,N,N,N,N,N,N,N
1869,장위중앙교회,성북구,서울시 성북구 장월로 101,,,0,Y,N,Y,N,N,N,N,N,N,N,N,N
1876,효성교회,강북구,서울시 강북구 오패산로 191,02-988-2054,www.hyosung.or.kr,0,Y,Y,N,N,N,N,N,N,N,N,N,N
1879,순복음노원교회,노원구,서울시 노원구 노원로 440,02-3391-6100~1,www.fgnc.org/,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
1881,후기성도교회,종로구,서울시 종로구 삼청로9길 45,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
493,중림파출소,중구,서울시 중구 동호로 261,02-363-6344,,0,Y,N,Y,N,N,N,N,N,N,N,N,N
498,성수1가치안센터,성동구,서울시 성동구 뚝섬로 364-1,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
504,자양4동파출소,광진구,서울시 광진구 뚝섬로22가길 43,02-463-0113,,1,Y,Y,Y,N,N,N,Y,N,N,N,N,N
1491,천주교용산교회,용산구,서울시 용산구 효창원로15길 37,,,0,Y,N,Y,N,N,N,N,N,N,N,N,N
1499,아카데미웨딩홀,동작구,서울시 동작구 보라매로5가길 16,,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
905,에이스정형외과,강서구,서울시 강서구 화곡로  136,02-2601-1100,,0,Y,Y,N,Y,Y,N,N,N,N,N,N,N
1888,은혜교회,강북구,서울시 강북구 삼양로69길 9,,,0,N,Y,N,N,N,N,N,N,N,N,N,N
790,삼성도서관,강남구,서울시 강남구 봉은사로  616,02-568-9984,http://sslib.gangnam.go.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
800,대조어린이도서관 꿈나무,은평구,서울시 은평구 연서로20길 24-6,02-382-3959,http://www.ep.go.kr/CmsWeb/viewPage.req?idx=PG0000003021,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
138,화곡4동주민자치센터,강서구,서울시 강서구 곰달래로57가길  26,02-2600-7635,http://www.gangseo.seoul.kr/site/dong/index.jsp?dnum=9&dcode=HG4,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
3390,대광중고등학교,동대문구,서울시 동대문구 안암로 6,02-940-2212,www.dgh.hs.kr,1,N,Y,Y,Y,Y,N,N,N,N,N,N,N
5394,아주디지털타워,성동구,서울시 성동구 아차산로5길  7,02-499-2323,,0,N,Y,Y,N,Y,N,N,N,N,N,N,N
4734,국세청,종로구,서울시 종로구 종로5길 86,126,http://www.nts.go.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3275,서라벌고등학교,노원구,서울시 노원구 한글비석로5길 18,02-2092-2274,http://www.sorabol.hs.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3291,송곡여자관광고등학교 ,중랑구,서울시 중랑구 양원역로 50,02-432-1837,http://sgi.hs.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
5407,이앤씨드림타워,영등포구,서울시 영등포구 선유로  146,02-2628-5090,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
5413,서초3동공영주차장,서초구,서울시 서초구 반포대로28길  7,,,2,Y,Y,Y,N,N,N,N,N,N,N,N,N
4424,예일어린이집,관악구,서울시 관악구 낙성대역14길  6,,,1,Y,Y,Y,N,N,N,N,N,N,N,N,N
3405,진관고등학교,은평구,서울시 은평구 진관4로 26,02-358-0782,http://www.jingwan.hs.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2310,라온병원(승일뷰티타워),양천구,서울시 양천구 신월로 164,02-2601-2611,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
2339,모커리한방병원,강남구,서울시 강남구 도곡로 216,02-1577-2575,www.mokhuri.com/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2354,21세기병원,서초구,서울시 서초구 서초중앙로  39,02-3477-0880,www.21spine.co.kr,3,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2269,강남요양병원,서초구,서울시 서초구 서초중앙로 197,02-832-0151,www.kangnamhospital.co.kr,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
2277,포근한노인전문 병원,강북구,서울시 강북구 도봉로 266,02-986-9988,www.poghospi.com/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2281,욱현하이브(요양병원),노원구,서울시 노원구 노원로 246,02-949-3800,www.shyh.co.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
4749,방배경찰서,서초구,서울시 서초구 방배천로 54,182,http://www.smpa.go.kr/bb,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
5271,파트너스타워1,금천구,서울시 금천구 가산디지털1로  83,,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
2188,서울병원,송파구,서울시 송파구 오금로36길 290,02-405-8501~6,www.seoulmedicalcenter.co.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2068,하이마트 구로점,구로구,서울시 구로구 가마산로 277,02-861-6677,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
2071,이마트 은평점,은평구,서울시 은평구 은평로 111,02-380-1234,www.store.emart.com/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2082,강서농수산물도매시장,강서구,서울시 강서구 발산로  40,02-2640-8080,www.orbon.co.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2092,와우쇼핑몰,노원구,서울시 노원구 노해로 507,,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2122,서울초이스병원,송파구,서울시 송파구 올림픽로 57,02-508-2700,www.drchois.co.kr/,1,Y,Y,Y,Y,N,N,N,N,N,N,N,N
1803,대한예수교장로회자양동교회,광진구,서울시 광진구 뚝섬로56길 40,,,2,Y,Y,Y,N,N,N,N,N,N,N,N,N
3677,워릭영어학원,송파구,서울시 송파구 위례성대로12길 13,02-423-5690,http://www.worwick.com/,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
3682,내발산동 교육연구시설(원영-제과제빵학원2층),강서구,서울시 강서구 강서로  327,,,0,Y,Y,N,Y,N,N,N,N,N,N,N,N
3271,경기 여자고등학교,강남구,서울시 강남구 삼성로 29,02-573-6796,http://www.kgg.hs.kr,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
5500,KT서초지사,서초구,서울시 서초구 효령로 176,080-258-1024,http://www.kt.com/,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
5489,관악방송HCN동작방송,관악구,서울시 관악구 봉천로 386,1877-8080,http://dcc.hcn.co.kr/,0,Y,Y,N,Y,Y,N,N,N,N,N,N,N
3672,KAGE영재원,서초구,서울시 서초구 매헌로8길 39,02-2149-5500~1,www.kage.co.kr,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
2348,누네안과병원,강남구,서울시 강남구 선릉로 404,02-1661-1175,www.noon.co.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2018,제일성민교회,동작구,서울시 동작구 성대로12길 71,02-823-6789,www.firstsungmin.or.kr,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
3796,금천구립가산정보도서관,금천구,서울시 금천구 가산로5길 43,02-865-6817,http://www.geumcheonlib.seoul.kr/,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
3802,월계문화정보도서관,노원구,서울시 노원구 월계로 319,02-991-0871,http://www.nowonlib.kr/local/html/wolgyeLocation,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
4234,다사랑어린이집,중랑구,서울시 중랑구 용마산로 202,02-2209-6366,,0,Y,Y,N,N,N,N,N,N,N,N,N,N
5289,㈜제일패션센터,금천구,서울시 금천구 가산로9길  96,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
4627,국사봉체육관,관악구,서울시 관악구 대학길  13,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
3799,삼육대학교도서관,노원구,서울시 노원구 화랑로 815,02-3399-3636,http://lib.syu.ac.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
4244,장위어린이집,성북구,서울시 성북구 장월로6길  28,02-918-1184,,0,Y,Y,Y,N,N,Y,N,N,N,N,N,N
4584,예나어린이집,도봉구,서울시 도봉구 시루봉로22길 27-17,02-3494-0155,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
2086,수유시장,강북구,서울시 강북구 도봉로67길 18,02-989-4730,www.suyumarket.com/,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
4534,아람어린이집,마포구,서울시 마포구 방울내로6길 4,,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
4536,정한어린이집,강서구,서울시 강서구 방화대로31길 7,02-2661-1728,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
5350,에이스하이엔드타워3차,금천구,서울시 금천구 가산디지털1로  145,,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
3839,예원비전어린이집,강서구,서울시 강서구 화곡로 376,02-3665-9126,,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
5308,두앤캔하우스,성동구,서울시 성동구 아차산로 3,,,0,Y,N,N,N,N,N,N,N,N,N,N,N
5313,㈜삼우아파트형공장,성동구,서울시 성동구 연무장17길 3,,,0,Y,Y,Y,N,N,Y,N,N,N,N,N,N
5362,디지털타워빌란트2,구로구,서울시 구로구 디지털로30길  31,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
5363,지영프라자,성동구,서울시 성동구 아차산로5길  10,,,0,Y,N,Y,N,N,N,N,N,N,N,N,N
4659,종로구문화체육센터,종로구,서울시 종로구 인왕산로1길 21,02-732-9393,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
4592,경일어린이집,도봉구,서울시 도봉구 도당로13길 34-5,02-3492-2722,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
4595,강북은하수어린이집,도봉구,서울시 도봉구 노해로41길 49,02-991-5955,,0,N,Y,Y,N,N,N,N,N,N,N,N,N
3957,구립홍은어린이집,서대문구,서울시 서대문구 모래내로 332-10,02-391-9002,,0,Y,Y,N,N,N,N,N,N,N,N,N,N
3961,선한어린이집,구로구,서울시 구로구 서해안로34가길 33,02-2681-0090,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
1986,내수동 교회,종로구,서울시 종로구 경희궁2길 5-6,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
5423,도깨비시장공영주차장,도봉구,서울시 도봉구 방학로10길 51,02-901-5120,,0,Y,Y,N,N,N,N,N,N,N,N,N,N
1733,세광교회,도봉구,서울시 도봉구 노해로  184-4,,,0,Y,N,Y,N,N,N,N,N,N,N,N,N
1742,엘림교회,금천구,서울시 금천구 독산로28길  22,,,1,Y,Y,Y,N,N,N,N,N,N,N,N,N
1750,성서교회,노원구,서울시 노원구 광운로12길 9-5,02-914-3501,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
3996,애경어린이집,금천구,서울시 금천구 문성로 51,02-854-5372,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
5405,센터플러스,영등포구,서울시 영등포구 경인로82길 3-4,02-2164-1566,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
5411,암사동 민자 공영주차장,강동구,서울시 강동구 고덕로24길 54,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
